sample_id,exercise,label,frame_sequence,total_frames,knee_angle_right,knee_angle_left,hip_angle_right,hip_angle_left,elbow_angle_right,elbow_angle_left,shoulder_angle_right,shoulder_angle_left,torso_length,knee_angle_right_velocity,knee_angle_left_velocity,hip_angle_right_velocity,hip_angle_left_velocity,elbow_angle_right_velocity,elbow_angle_left_velocity,shoulder_angle_right_velocity,shoulder_angle_left_velocity,knee_angle_right_acceleration
pushup_correct_1 copy 2.mp4_000,pushup,correct,25,33,158.98719747708665,161.92070010164363,160.38714851846845,165.32967341367032,63.07307920292889,54.02676832724565,21.77632855914606,30.700560425383113,0.16649731214481414,-0.06178269620517085,0.09112065566918659,-0.1766044161738023,0.6575843728613222,0.19870653822800222,0.8349988723874802,-0.5055875509815237,-0.1558131323326748,0.059441367269130296
pushup_correct_1 copy 2.mp4_000,pushup,correct,26,33,159.3258237531252,161.96149264774078,161.3420497175049,165.9889810237219,66.26681318803159,56.1649136749621,19.103052210002634,29.386652270278507,0.1663040799211228,0.33862627603855344,0.04079254609715122,0.954901199036442,0.6593076100515702,3.1937339851027033,2.1381453477164527,-2.673276349143425,-1.3139081551046061,0.4004089722437243
pushup_correct_1 copy 2.mp4_000,pushup,correct,27,33,161.37638304078925,161.71688339117588,161.26512175148318,166.79579931015604,67.92432748818793,60.38638780894586,16.026933685610935,26.582796944835458,0.16720572080217322,2.0505592876640435,-0.24460925656489962,-0.0769279660217137,0.8068182864341509,1.6575143001563362,4.221474133983762,-3.076118524391699,-2.803855325443049,1.71193301162549
pushup_correct_1 copy 2.mp4_000,pushup,correct,28,33,162.39193755375993,160.662720334555,161.45709932896935,166.270705341747,70.53923582506953,66.00833538110021,12.514734415752478,22.0349488037968,0.16750942187425477,1.015554512970681,-1.0541630566208937,0.1919775774861705,-0.5250939684090383,2.614908336881598,5.6219475721543475,-3.5121992698584563,-4.547848141038656,-1.0350047746933626
pushup_correct_1 copy 2.mp4_000,pushup,correct,29,33,162.23643929371153,160.46450357305062,162.38163891235746,164.033428174415,77.24041460244844,69.17143030355601,7.045104584156824,17.960733404325534,0.1679966209737658,-0.15549826004840384,-0.1982167615043693,0.9245395833881105,-2.237277167331996,6.701178777378914,3.163094922455798,-5.469629831595655,-4.074215399471267,-1.1710527730190847
pushup_correct_1 copy 2.mp4_000,pushup,correct,30,33,161.72369934546597,163.73152646616856,163.50685426056828,165.2138849804899,82.32918700237806,74.00271860735327,4.324946151813945,13.51496733597253,0.16799904196745952,-0.512739948245553,3.2670228931179395,1.1252153482108156,1.1804568060748863,5.088772399929624,4.831288303797265,-2.7201584323428785,-4.445766068353004,-0.3572416881971492
pushup_correct_1 copy 2.mp4_000,pushup,correct,31,33,161.96967419762012,165.8129364826047,164.53294234036278,165.26997498984846,86.93904884815097,81.39111348918092,1.9362743033143608,7.136379771972172,0.1680932953809725,0.2459748521541485,2.0814100164361378,1.026088079794505,0.056090009358570114,4.609861845772912,7.388394881827651,-2.3886718484995844,-6.378587564000358,0.7587148003997015
pushup_correct_1 copy 2.mp4_000,pushup,correct,32,33,162.13845121493756,165.20657336339775,164.7131420629221,164.7606424913839,93.02055440051075,90.8291276065471,2.2296390851477077,0.9307464315494091,0.16687569330592902,0.16877701731743855,-0.6063631192069465,0.18019972255930838,-0.5093324984645733,6.081505552359772,9.43801411736618,0.2933647818333469,-6.2056333404227635,-0.07719783483670994
pushup_correct_1 copy 2.mp4_000,pushup,correct,33,33,162.92720731027103,165.35987147485562,165.82503877853455,165.4602555054447,101.20395459661484,102.07378336791808,7.460263344564727,9.860729633632321,0.16477929781871364,0.7887560953334685,0.15329811145787176,1.1118967156124597,0.6996130140608159,8.183400196104088,11.244655761370979,5.23062425941702,8.929983202082912,0.6199790780160299
pushup_correct_1 copy 2.mp4_001,pushup,correct,1,31,159.23113398635198,158.71730274554014,164.18520290122643,165.4582809477856,93.51376135602351,90.20989601415803,2.414731180481445,3.0404611820571668,0.17308927602656338,-1.3724034884214689,-0.8362611560820312,-1.8859599683139265,-1.4767693697730238,-4.893338388571976,-5.476729298045555,-2.962806734656207,1.913915816903976,-0.06478886506059212
pushup_correct_1 copy 2.mp4_001,pushup,correct,2,31,158.60848613215333,158.81438757757238,163.08358715673438,163.95915949915985,89.48742667065748,84.34864117515454,0.8408733196468614,7.45154947204507,0.17156098326525288,-0.6226478541986467,0.0970848320322375,-1.101615744492051,-1.4991214486257434,-4.026334685366024,-5.861254839003493,-1.5738578608345837,4.411088289987903,0.7497556342228222
pushup_correct_1 copy 2.mp4_001,pushup,correct,3,31,159.03551924344353,159.46905376600048,162.82237576843102,164.05519542575982,86.03242648135272,79.89945603313949,3.0631232593618845,11.017946538594705,0.1694946009937197,0.42703311129019994,0.6546661884281093,-0.26121138830336577,0.09603592659996707,-3.4550001893047693,-4.449185142015054,2.222249939715023,3.5663970665496354,1.0496809654888466
pushup_correct_1 copy 2.mp4_001,pushup,correct,4,31,159.93032057841077,160.52967220499679,162.22181955478212,163.9594722316287,82.24689612384266,76.43062126332363,5.875047312738996,14.37854524974206,0.16974210503452003,0.8948013349672408,1.0606184389963005,-0.6005562136489004,-0.09572319413112496,-3.785530357510055,-3.4688347698158566,2.8119240533771115,3.3605987111473556,0.46776822367704085
pushup_correct_1 copy 2.mp4_001,pushup,correct,5,31,161.0849035785235,160.56653268724347,162.74965499759665,163.8892479091994,79.49541533834416,73.38376894991535,8.53264824871975,17.349899302335118,0.1698448110208673,1.1545830001127229,0.036860482246680704,0.5278354428145349,-0.07022432242928289,-2.751480785498501,-3.04685231340828,2.6576009359807546,2.971354052593057,0.25978166514548207
pushup_correct_1 copy 2.mp4_001,pushup,correct,6,31,161.40418791268516,160.69053873883988,163.14476785808156,164.34453042566383,76.94602871416132,71.18390102924349,10.805005125577614,19.602032659409005,0.17036417723789546,0.31928433416166513,0.12400605159641032,0.39511286048491456,0.45528251646442186,-2.5493866241828442,-2.1998679206718634,2.272356876857863,2.2521333570738875,-0.8352986659510577
pushup_correct_1 copy 2.mp4_001,pushup,correct,7,31,161.47453143258488,160.91275471166662,162.60580744961308,164.4211491395782,73.5393288419743,68.5904633876268,12.574747844552478,21.627188848799683,0.1701850836472057,0.07034351989972265,0.22221597282674566,-0.5389604084684834,0.07661871391437103,-3.406699872187019,-2.5934376416166884,1.7697427189748645,2.025156189390678,-0.24894081426194248
pushup_correct_1 copy 2.mp4_001,pushup,correct,8,31,160.2438922335902,160.23328710083513,161.96461429888816,163.8880164495537,72.1039494049693,66.40829131670428,13.486226701285236,23.110856758567284,0.1706182718321209,-1.2306391989946803,-0.6794676108314945,-0.6411931507249164,-0.5331326900245017,-1.4353794370049968,-2.182172070922519,0.9114788567327583,1.4836679097676004,-1.300982718894403
pushup_correct_1 copy 2.mp4_001,pushup,correct,9,31,160.07798853951107,160.04784328510272,162.22789089298757,163.70864841260592,69.87083282032705,64.31572764761731,15.799666591200225,24.724247575347054,0.1708803598422881,-0.16590369407913386,-0.18544381573241253,0.26327659409940907,-0.17936803694777836,-2.2331165846422465,-2.092563669086971,2.3134398899149886,1.61339081677977,1.0647355049155465
pushup_correct_1 copy 2.mp4_001,pushup,correct,10,31,160.03119090465813,160.2522550656289,162.61864426345826,164.16821803874623,68.15344203647095,62.28068670297559,18.253522200512915,26.2882840010816,0.16943173621441862,-0.0467976348529362,0.20441178052618625,0.3907533704706907,0.4595696261403077,-1.7173907838561036,-2.0350409446417146,2.45385560931269,1.564036425734546,0.11910605922619766
pushup_correct_1 copy 2.mp4_001,pushup,correct,11,31,159.018778833917,159.7062882029882,163.1832099283609,165.01203507935583,66.36212451187367,61.275785326792715,20.413942503133086,27.692916812949516,0.16956517545671135,-1.012412070741135,-0.5459668626407108,0.5645656649026307,0.8438170406095935,-1.7913175245972752,-1.004901376182879,2.160420302620171,1.4046328118679163,-0.9656144358881988
pushup_correct_1 copy 2.mp4_001,pushup,correct,12,31,158.81797542230376,159.6441746973055,163.96474739821744,165.53399564218762,65.82484386704239,60.11688328641459,21.657764832595024,29.009609208881983,0.16922444228927652,-0.20080341161323645,-0.06211350568270291,0.7815374698565449,0.5219605628317936,-0.5372806448312843,-1.1589020403781234,1.2438223294619384,1.316692395932467,0.8116086591278986
pushup_correct_1 copy 2.mp4_001,pushup,correct,13,31,159.05848122693658,160.29679890439908,164.46826009162857,166.92870706759496,64.50082450099647,59.05940906236193,23.296585814852854,30.639478889853514,0.16916806733775352,0.2405058046328179,0.652624207093595,0.5035126934111247,1.394711425407337,-1.324019366045917,-1.0574742240526618,1.6388209822578297,1.629869680971531,0.44130921624605435
pushup_correct_1 copy 2.mp4_001,pushup,correct,14,31,157.8390601464768,159.0938806978892,164.97894781449668,166.90860198694654,63.87077848786661,58.2200377228104,24.427146121061558,31.589358733334457,0.16915910711542861,-1.2194210804597674,-1.202918206509878,0.5106877228681128,-0.020105080648420426,-0.6300460131298635,-0.8393713395515263,1.1305603062087037,0.949879843480943,-1.4599268850925853
pushup_correct_1 copy 2.mp4_001,pushup,correct,15,31,157.15039644098326,158.71095367359513,163.52028164135865,166.4140349147566,66.47910394367447,57.9989122416733,22.90146294423706,31.40576107558665,0.16907532518143684,-0.6886637054935534,-0.38292702429407655,-1.4586661731380275,-0.49456707218993756,2.608325455807865,-0.22112548113710062,-1.5256831768244972,-0.18359765774780712,0.530757374966214
pushup_correct_1 copy 2.mp4_001,pushup,correct,16,31,155.71203212486597,157.99077178289545,162.6190764841952,165.48342172403702,66.6872669164735,58.143997975099,22.336538561437916,30.823842180429203,0.16902201126066232,-1.438364316117287,-0.7201818906996778,-0.9012051571634458,-0.9306131907195834,0.2081629727990304,0.1450857334256952,-0.5649243827991448,-0.5819188951574468,-0.7497006106237336
pushup_correct_1 copy 2.mp4_001,pushup,correct,17,31,155.38201242935153,157.86185946817594,162.30512724918484,164.83083844191495,66.61488189017211,58.138293394709905,22.171990127195414,30.514256514337777,0.1689629643316103,-0.3300196955144372,-0.12891231471951414,-0.3139492350103694,-0.6525832821220661,-0.0723850263013901,-0.005704580389092939,-0.16454843424250143,-0.3095856660914258,1.1083446206028498
pushup_correct_1 copy 2.mp4_001,pushup,correct,18,31,154.60689235208713,157.5165372425815,161.6866800942969,164.07272578142187,66.28934290864203,57.54366080416246,22.19555780261251,30.61362002087386,0.16886298921035933,-0.775120077264404,-0.3453222255944297,-0.6184471548879458,-0.758112660493083,-0.3255389815300873,-0.5946325905474481,0.02356767541709459,0.09936350653608272,-0.4451003817499668
pushup_correct_1 copy 2.mp4_001,pushup,correct,19,31,153.92005741716682,157.83967551591778,161.49186067334813,164.55754824126151,66.16258755639457,57.67616109545554,21.94415979922632,30.59705024101771,0.16883857716302253,-0.6868349349203129,0.3231382733362693,-0.19481942094876104,0.48482245983964845,-0.12675535224745715,0.13250029129308416,-0.2513980033861891,-0.016569779856151712,0.08828514234409113
pushup_correct_1 copy 2.mp4_001,pushup,correct,20,31,154.17488618493627,157.99970810099933,161.2754879559867,164.7135569537372,66.51549571382309,57.878474270444904,21.26843567908435,30.53205811642813,0.1686636383178089,0.2548287677694532,0.16003258508155227,-0.21637271736142338,0.15600871247568193,0.3529081574285158,0.20231317498936363,-0.6757241201419681,-0.0649921245895797,0.9416637026897661
pushup_correct_1 copy 2.mp4_001,pushup,correct,21,31,154.7948129107662,158.14162940231446,161.44894521648595,164.76294280403783,66.57025783998724,57.97193181093862,21.167700594269085,30.554407822092916,0.1686038181870848,0.6199267258299415,0.14192130131513636,0.17345726049924792,0.04938585030063791,0.05476212616414955,0.09345754049371635,-0.10073508481526616,0.022349705664787223,0.3650979580604883
pushup_correct_1 copy 2.mp4_001,pushup,correct,22,31,155.00121143672823,158.17528471142117,161.53442411870193,164.7414370023438,66.79969357686502,57.704957679547014,20.9621246198348,30.5935444042897,0.16831532144360076,0.20639852596201536,0.033655309106706,0.08547890221598209,-0.021505801694047477,0.2294357368777895,-0.2669741313916063,-0.20557597443428577,0.0391365821967824,-0.4135281998679261
pushup_correct_1 copy 2.mp4_001,pushup,correct,23,31,155.04177805099982,158.2480632486465,161.85909723562006,165.0901466867704,67.27691030930286,57.94067612922207,20.434600280481863,30.334298464598845,0.16866051857311917,0.040566614271597246,0.07277853722533223,0.3246731169181203,0.3487096844266091,0.4772167324378387,0.23571844967505484,-0.5275243393529365,-0.2592459396908531,-0.1658319116904181
pushup_correct_1 copy 2.mp4_001,pushup,correct,24,31,154.67146132926305,157.7341372458072,161.41058432640915,165.49062779791308,67.07870210566739,59.41484308170188,19.103127109673643,29.30258276011128,0.1688479181800369,-0.37031672173677066,-0.5139260028392982,-0.4485129092109048,0.4004811111426818,-0.19820820363547398,1.4741669524798127,-1.33147317080822,-1.0317157044875636,-0.4108833360083679
pushup_correct_1 copy 2.mp4_001,pushup,correct,25,31,154.58493619887972,157.18423950058403,161.8033257477496,165.82683122289498,69.02460482693672,61.79252886656031,16.772641377622556,28.02008132269669,0.16955246875863664,-0.08652513038333609,-0.549897745223177,0.3927414213404461,0.33620342498190325,1.9459027212693343,2.3776857848584285,-2.3304857320510877,-1.2825014374145915,0.28379159135343457
pushup_correct_1 copy 2.mp4_001,pushup,correct,26,31,154.83056680238155,155.91215708311375,161.56002493248488,165.2481276729941,72.56069647746948,66.74408914605587,13.341931681624052,24.118129155291065,0.169860760959413,0.24563060350183719,-1.2720824174702727,-0.24330081526471758,-0.5787035499008937,3.5360916505327538,4.95156027949556,-3.4307096959985035,-3.901952167405625,0.3321557338851733
pushup_correct_1 copy 2.mp4_001,pushup,correct,27,31,155.8309799370677,157.1288537056407,163.05044384258434,166.1470811810877,78.82680726745032,71.18504770646362,7.766688104343521,19.778511983284528,0.1706508975509362,1.0004131346861413,1.216696622526939,1.4904189100994643,0.8989535080936264,6.266110789980843,4.440958560407751,-5.575243577280531,-4.3396171720065375,0.7547825311843042
pushup_correct_1 copy 2.mp4_001,pushup,correct,28,31,156.0606286576906,159.31310352011522,164.2512267895492,167.33425900867144,83.35272113889195,76.95584378909136,4.902026837811798,14.793901453538515,0.17090756097546433,0.22964872062289032,2.1842498144745264,1.200782946964864,1.1871778275837244,4.525913871441631,5.77079608262774,-2.864661266531723,-4.984610529746012,-0.770764414063251
pushup_correct_1 copy 2.mp4_001,pushup,correct,29,31,158.80888214075785,159.18826970771096,166.31307172925483,167.33602608058857,88.07141972857896,83.81581165846357,1.8292600702857496,8.483387542629416,0.17059859548736003,2.748253483067259,-0.12483381240426183,2.0618449397056224,0.0017670719171292149,4.718698589687008,6.859967869372213,-3.0727667675260486,-6.3105139109090995,2.518604762444369
pushup_correct_1 copy 2.mp4_001,pushup,correct,30,31,158.8140692554213,161.46223225504363,165.68619238094817,166.99208659132196,93.71496528581717,91.16471171771944,2.3795299024340246,0.799141411647456,0.1697703933846722,0.005187114663442571,2.2739625473326726,-0.6268793483066588,-0.343939489266603,5.6435455572382125,7.348900059255868,0.5502698321482751,-7.684246130981959,-2.7430663684038166
pushup_correct_1 copy 2.mp4_001,pushup,correct,31,31,159.5684643610979,162.65231887993687,166.81281640021038,167.71618597903992,97.67145612890808,100.015048877803,3.597200914379172,5.917693642522702,0.16972092584322063,0.7543951056766218,1.1900866248932402,1.1266240192622092,0.7240993877179562,3.9564908430909043,8.850337160083555,1.2176710119451473,5.118552230875245,0.7492079910131793
pushup_correct_1 copy 2.mp4_002,pushup,correct,1,31,156.21658323226038,157.63333668657233,165.47245096772286,166.28578925725287,93.50221839699417,87.58074855061095,0.2638183327362059,6.957871088087118,0.1716498679899398,-0.04830125238831329,-0.8491036415282736,-1.171278464506912,-0.7027217568014521,-4.85736937163891,-3.4301306514788905,-3.2613641517960152,3.4065573693994633,0.05739633753657358
pushup_correct_1 copy 2.mp4_002,pushup,correct,2,31,155.95202351575836,157.29458981664794,164.19878164054447,165.21885174827162,90.12811808133716,82.48779043189626,1.8485011055115073,11.00932946508867,0.17057160935625035,-0.2645597165020206,-0.3387468699243925,-1.2736693271783963,-1.0669375089812547,-3.374100315657003,-5.092958118714691,1.5846827727753015,4.051458377001553,-0.2162584641137073
pushup_correct_1 copy 2.mp4_002,pushup,correct,3,31,155.6324144489419,156.8092006723116,163.0820138486254,164.59908360766474,86.97064550890597,80.67810716347228,3.5827392562605374,12.881894668104566,0.16923614845766613,-0.3196090668164686,-0.4853891443363523,-1.1167677919190737,-0.6197681406068796,-3.157472572431189,-1.8096832684239814,1.73423815074903,1.8725652030158955,-0.05504935031444802
pushup_correct_1 copy 2.mp4_002,pushup,correct,4,31,156.23528709627593,156.73399912302554,163.9902375034799,164.40221573263392,84.7614597781935,78.58438598226262,5.450202813311321,15.095555649499968,0.1679351947546914,0.6028726473340384,-0.07520154928604939,0.9082236548545097,-0.1968678750308186,-2.209185730712477,-2.093721181209659,1.867463557050784,2.2136609813954014,0.9224817141505071
pushup_correct_1 copy 2.mp4_002,pushup,correct,5,31,156.10284835232991,156.23621579861742,163.96770260910267,163.06937910906345,83.96582206928466,74.95087556289164,6.191154636093225,17.49048051763075,0.16849637805344234,-0.13243874394601107,-0.49778332440811823,-0.02253489437723033,-1.332836623570472,-0.795637708908842,-3.633510419370978,0.7409518227819039,2.394924868130783,-0.7353113912800495
pushup_correct_1 copy 2.mp4_002,pushup,correct,6,31,156.51144945350288,156.10713702050035,163.66606294823407,162.78995486309313,80.83940269865332,71.80423771554128,8.571246483545524,20.104757760628477,0.16842932497477295,0.40860110117296244,-0.12907877811707635,-0.3016396608686023,-0.27942424597031845,-3.1264193706313392,-3.1466378473503624,2.3800918474522987,2.6142772429977263,0.5410398451189735
pushup_correct_1 copy 2.mp4_002,pushup,correct,7,31,156.20691099805725,156.68022429106293,163.26709114519852,162.7744190687422,77.72510177722398,68.59554281406562,11.130666271968218,22.68950417146233,0.16869095715968527,-0.3045384554456234,0.5730872705625814,-0.39897180303555047,-0.015535794350938659,-3.114300921429333,-3.2086949014756527,2.5594197884226944,2.5847464108338514,-0.7131395566185859
pushup_correct_1 copy 2.mp4_002,pushup,correct,8,31,156.08489613299903,156.61123988793597,163.7097833484172,163.2537217325158,75.61921450145552,66.3815212287341,12.853325041558078,24.554983818676217,0.16945214031732692,-0.1220148650582189,-0.06898440312696152,0.44269220321868374,0.4793026637736091,-2.105887275768467,-2.2140215853315226,1.7226587695898594,1.8654796472138884,0.1825235903874045
